,label,nbPixels,meanB0,varB0,mean__012019,valid_012019,std___012019,nan___012019,NDVI_012019,mean__022019,valid_022019,std___022019,nan___022019,NDVI_022019,mean__032019,valid_032019,std___032019,nan___032019,NDVI_032019,mean__042019,valid_042019,std___042019,nan___042019,NDVI_042019,valid_052019,nan___052019,mean__052019,std___052019,NDVI_052019,mean__062019,valid_062019,std___062019,nan___062019,NDVI_062019,valid_072019,nan___072019,mean__072019,std___072019,NDVI_072019,valid_082019,nan___082019,mean__082019,std___082019,NDVI_082019,mean__092019,valid_092019,std___092019,nan___092019,NDVI_092019,mean__102019,valid_102019,std___102019,nan___102019,NDVI_102019,mean__112019,valid_112019,std___112019,nan___112019,NDVI_112019,mean__122019,valid_122019,std___122019,nan___122019,NDVI_122019,mean__012020,valid_012020,std___012020,nan___012020,NDVI_012020,mean__022020,valid_022020,std___022020,nan___022020,NDVI_022020,mean__032020,valid_032020,std___032020,nan___032020,NDVI_032020,mean__042020,valid_042020,std___042020,nan___042020,NDVI_042020,mean__052020,valid_052020,std___052020,nan___052020,NDVI_052020,mean__062020,valid_062020,std___062020,nan___062020,NDVI_062020,mean__072020,valid_072020,std___072020,nan___072020,NDVI_072020,mean__082020,valid_082020,std___082020,nan___082020,NDVI_082020,mean__092020,valid_092020,std___092020,nan___092020,NDVI_092020,mean__102020,valid_102020,std___102020,nan___102020,NDVI_102020,mean__112020,valid_112020,std___112020,nan___112020,NDVI_112020,mean__122020,valid_122020,std___122020,nan___122020,NDVI_122020,mean__012021,valid_012021,std___012021,nan___012021,NDVI_012021,mean__022021,valid_022021,std___022021,nan___022021,NDVI_022021,mean__032021,valid_032021,std___032021,nan___032021,NDVI_032021,mean__042021,valid_042021,std___042021,nan___042021,NDVI_042021,mean__052021,valid_052021,std___052021,nan___052021,NDVI_052021,mean__062021,valid_062021,std___062021,nan___062021,NDVI_062021,mean__072021,valid_072021,std___072021,nan___072021,NDVI_072021,mean__082021,valid_082021,std___082021,nan___082021,NDVI_082021,mean__092021,valid_092021,std___092021,nan___092021,NDVI_092021,mean__102021,valid_102021,std___102021,nan___102021,NDVI_102021,mean__112021,valid_112021,std___112021,nan___112021,NDVI_112021,mean__122021,valid_122021,std___122021,nan___122021,NDVI_122021,mean__012022,valid_012022,std___012022,nan___012022,NDVI_012022,mean__022022,valid_022022,std___022022,nan___022022,NDVI_022022,mean__032022,valid_032022,std___032022,nan___032022,NDVI_032022
44,8972,170,0.292639404535294,0.000400430348236,0.2588,170,0.0349,0,25.8795,0.2574,170,0.0263,0,25.7358,0.2782,170,0.0402,0,27.8223,0.329,170,0.0645,0,32.9024,0,170,,,,0.571,170,0.1716,0,57.1005,0,170,,,,2,168,0.3294,0.0019,32.9351,0.5648,170,0.0711,0,56.4754,0.6349,170,0.0555,0,63.4901,0.6253,170,0.0447,0,62.5349,0.5664,170,0.035,0,56.6409,0.2794,170,0.0195,0,27.9374,0.2005,170,0.0142,0,20.0515,0.2428,170,0.0383,0,24.2803,0.3878,170,0.1386,0,38.7771,0.3336,170,0.0829,0,33.3601,0.6581,170,0.1007,0,65.8124,0.531,163,0.1042,7,53.1037,0.4001,92,0.0478,78,40.0136,,0,,170,,0.6778,170,0.0603,0,67.7813,0.5749,170,0.0375,0,57.4908,0.2797,170,0.0356,0,27.9691,0.2597,170,0.0399,0,25.9711,0.1573,170,0.0133,0,15.7257,0.2286,170,0.0206,0,22.8597,0.3287,170,0.0534,0,32.8676,0.5541,170,0.1594,0,55.4149,0.5909,170,0.1282,0,59.0871,0.2892,148,0.0276,22,28.9199,0.4982,164,0.1053,6,49.822,0.4097,91,0.025,79,40.9718,0.5919,154,0.1272,16,59.1852,0.5271,170,0.0675,0,52.7149,0.2797,170,0.0429,0,27.9673,0.2459,170,0.0314,0,24.5872,0.1675,170,0.0277,0,16.7487,0.2183,170,0.0448,0,21.8335
45,11578,167,0.246296003460884,0.000180686809472,0.2355,167,0.018,0,23.5542,0.2178,167,0.0224,0,21.775,0.2161,167,0.0296,0,21.608,0.2702,167,0.0293,0,27.0197,0,167,,,,0.5873,167,0.1095,0,58.7297,0,167,,,,66,101,0.3507,0.0743,35.0655,0.5314,167,0.0807,0,53.1414,0.594,167,0.0631,0,59.4009,0.503,167,0.0727,0,50.3048,0.4395,167,0.0493,0,43.9459,0.2462,167,0.0142,0,24.6164,0.1813,167,0.01,0,18.1326,0.205,167,0.0234,0,20.5013,0.3556,167,0.0447,0,35.559,0.2495,167,0.0288,0,24.9507,0.3088,167,0.114,0,30.8787,0.3307,167,0.0651,0,33.0692,0.3387,60,0.0523,107,33.87,,0,,167,,0.5758,167,0.0642,0,57.5845,0.3617,167,0.0755,0,36.1655,0.2091,167,0.0214,0,20.9053,0.1881,167,0.0204,0,18.8069,0.1297,167,0.0079,0,12.9733,0.1755,167,0.0171,0,17.5511,0.2374,167,0.0238,0,23.7406,0.4952,167,0.0771,0,49.5161,0.4041,167,0.093,0,40.405,0.2047,18,0.0225,149,20.4698,0.5111,167,0.1153,0,51.1093,0.4238,21,0.0155,146,42.3784,0.5371,142,0.0858,25,53.705,0.4207,167,0.0568,0,42.0718,0.2299,167,0.0258,0,22.9871,0.2065,167,0.0163,0,20.6473,0.1372,167,0.0122,0,13.7199,0.1811,167,0.0154,0,18.1081
46,11056,308,0.24960008263588,0.000313370546792,0.2201,308,0.029,0,22.012,0.2091,308,0.0301,0,20.9129,0.223,308,0.033,0,22.3042,0.2549,308,0.0379,0,25.4899,0,308,,,,0.4361,308,0.1167,0,43.6073,0,308,,,,0,308,,,,0.4198,284,0.0676,24,41.9813,0.5937,308,0.0704,0,59.3688,0.5609,308,0.0817,0,56.0881,0.5098,308,0.0489,0,50.9797,0.2485,308,0.0193,0,24.8512,0.1822,308,0.0103,0,18.2156,0.2013,308,0.0238,0,20.1345,0.3141,308,0.0831,0,31.4121,0.2865,179,0.0759,129,28.6549,0.4892,308,0.1196,0,48.918,0.4237,308,0.1198,0,42.3677,0.396,242,0.085,66,39.5963,,0,,308,,0.6468,308,0.0847,0,64.6791,0.4883,308,0.0975,0,48.8347,0.2223,308,0.0198,0,22.2328,0.214,308,0.029,0,21.3958,0.1435,308,0.0149,0,14.3543,0.1948,308,0.0179,0,19.4774,0.2551,308,0.0349,0,25.5079,0.4884,308,0.1344,0,48.8364,0.5163,308,0.1406,0,51.6286,0.2246,255,0.0348,53,22.4559,0.36,125,0.0535,183,35.9959,0.4295,307,0.0431,1,42.9501,0.661,308,0.1094,0,66.0997,0.5558,308,0.1101,0,55.5834,0.2693,308,0.037,0,26.932,0.2159,308,0.0202,0,21.5867,0.1424,308,0.0153,0,14.2418,0.1682,308,0.0183,0,16.8156
47,13435,258,0.208066776394844,0.00013224160648,0.1879,258,0.0168,0,18.7885,0.1917,258,0.0235,0,19.1693,0.1893,258,0.0262,0,18.9286,0.2712,258,0.0323,0,27.1152,0,258,,,,0.4823,258,0.0666,0,48.2295,0,258,,,,245,13,0.4338,0.094,43.3792,0.5084,222,0.0995,36,50.8359,0.5874,258,0.0637,0,58.7392,0.426,258,0.0589,0,42.6044,0.3515,258,0.0301,0,35.1524,0.2103,258,0.0102,0,21.0323,0.1626,258,0.0099,0,16.2626,0.1748,258,0.0224,0,17.4794,0.3455,258,0.0277,0,34.5499,0.2765,258,0.0235,0,27.6495,0.217,258,0.0319,0,21.7015,0.2972,258,0.0402,0,29.7162,0.3513,204,0.036,54,35.1318,,0,,258,,0.5842,258,0.0808,0,58.4228,0.2712,258,0.0454,0,27.1172,0.1857,258,0.0178,0,18.5707,0.1663,258,0.0147,0,16.631,0.1228,258,0.0062,0,12.2796,0.1606,258,0.0106,0,16.0631,0.223,258,0.0199,0,22.296,0.4505,258,0.0672,0,45.0452,0.3097,258,0.084,0,30.9735,0.2211,180,0.0488,78,22.1131,0.512,258,0.13,0,51.2034,0.4089,22,0.0554,236,40.8942,0.5034,226,0.1123,32,50.3358,0.3682,258,0.0747,0,36.8166,0.1825,258,0.0161,0,18.2541,0.1733,258,0.0152,0,17.3332,0.1187,258,0.0113,0,11.8677,0.1617,258,0.0166,0,16.1676
48,11970,136,0.253270477056503,0.000245235598413,0.2339,136,0.0235,0,23.3888,0.2091,136,0.0346,0,20.9055,0.2247,136,0.0424,0,22.4742,0.2746,136,0.0388,0,27.4571,0,136,,,,0.5804,136,0.1354,0,58.0396,0,136,,,,5,131,0.3562,0.103,35.6167,0.5651,136,0.0682,0,56.5138,0.6114,136,0.0542,0,61.1371,0.5211,136,0.0911,0,52.1052,0.4911,136,0.0349,0,49.1137,0.2375,136,0.0162,0,23.7514,0.1777,136,0.0093,0,17.7701,0.2056,136,0.0331,0,20.5617,0.3602,136,0.0693,0,36.0219,0.3026,136,0.0514,0,30.256,0.4536,136,0.151,0,45.3562,0.4736,67,0.1158,69,47.3629,0.353,108,0.0557,28,35.303,,0,,136,,0.7327,136,0.0467,0,73.2704,0.4789,136,0.0593,0,47.8947,0.2365,136,0.0259,0,23.6508,0.2206,136,0.0253,0,22.0612,0.1415,136,0.0119,0,14.1546,0.2049,136,0.0241,0,20.4894,0.2689,136,0.0343,0,26.8911,0.5353,136,0.097,0,53.5327,0.5027,136,0.1076,0,50.2668,0.2369,134,0.0374,2,23.6907,0.347,90,0.0548,46,34.6954,0.3972,106,0.027,30,39.718,0.5059,95,0.1191,41,50.5877,0.4709,136,0.058,0,47.0916,0.2554,136,0.03,0,25.5422,0.21,136,0.0219,0,21.004,0.1433,136,0.0172,0,14.3253,0.1734,136,0.0224,0,17.337
49,12463,185,0.218039572238922,0.000181275871,0.2042,185,0.0164,0,20.4177,0.2207,185,0.0211,0,22.0718,0.2175,185,0.0244,0,21.748,0.3,185,0.0363,0,29.9991,0,185,,,,0.7018,185,0.1287,0,70.181,0,185,,,,175,10,0.5805,0.1032,58.0467,0.6581,185,0.0632,0,65.8099,0.6742,185,0.0586,0,67.4222,0.5663,185,0.0458,0,56.6287,0.3812,185,0.041,0,38.1229,0.201,185,0.0118,0,20.0989,0.1613,185,0.0092,0,16.128,0.2452,185,0.0374,0,24.5192,0.4195,185,0.0586,0,41.9521,0.3235,185,0.0598,0,32.3514,0.5905,185,0.1378,0,59.0485,0.4661,182,0.1263,3,46.6051,0.4851,29,0.0916,156,48.5135,,0,,185,,0.7426,185,0.0478,0,74.2562,0.3519,185,0.0629,0,35.1852,0.2002,185,0.0185,0,20.018,0.1851,185,0.0184,0,18.5074,0.1385,185,0.014,0,13.8479,0.1759,185,0.0175,0,17.5855,0.2353,185,0.0373,0,23.5308,0.5526,185,0.1028,0,55.2642,0.4728,185,0.1157,0,47.282,0.2939,184,0.0787,1,29.3925,0.514,132,0.0704,53,51.3951,0.3235,1,0.0,184,32.3519,0.6436,138,0.1793,47,64.3567,0.377,185,0.0929,0,37.6985,0.2252,185,0.0396,0,22.5174,0.1806,185,0.0194,0,18.0585,0.1259,185,0.0162,0,12.5929,0.1756,185,0.0231,0,17.5646
50,15598,111,0.245693698525429,0.00042741082143,0.2145,111,0.0167,0,21.4522,0.1984,111,0.0285,0,19.8367,0.188,111,0.0249,0,18.8005,0.2717,111,0.0321,0,27.1659,0,111,,,,0.4475,111,0.085,0,44.7544,0,111,,,,105,6,0.4339,0.0974,43.3898,0.5563,55,0.1076,56,55.6276,0.6561,111,0.0382,0,65.6098,0.5167,111,0.0373,0,51.6675,0.4032,111,0.0289,0,40.3197,0.2392,111,0.0155,0,23.9204,0.1826,111,0.0152,0,18.2635,0.2111,111,0.0384,0,21.1065,0.3935,111,0.0273,0,39.3527,0.2873,111,0.0302,0,28.7281,0.2203,111,0.0527,0,22.0263,0.2963,111,0.072,0,29.6309,0.3694,80,0.0326,31,36.944,,0,,111,,0.6715,111,0.05,0,67.1524,0.3614,111,0.0374,0,36.1398,0.2339,111,0.026,0,23.386,0.2044,111,0.029,0,20.4366,0.1347,111,0.0123,0,13.4728,0.1819,111,0.0168,0,18.1863,0.2546,111,0.0231,0,25.4602,0.5633,111,0.0267,0,56.3301,0.5001,111,0.0745,0,50.0083,0.3653,77,0.1381,34,36.5263,0.6813,111,0.1388,0,68.126,0.4785,10,0.0292,101,47.8536,0.6513,111,0.0478,0,65.1337,0.5018,111,0.0581,0,50.1819,0.2203,111,0.0342,0,22.0308,0.2091,111,0.0305,0,20.9119,0.147,111,0.023,0,14.6974,0.1837,111,0.0189,0,18.3674
51,13984,133,0.196375578641891,7.0640533522e-05,0.1816,133,0.0119,0,18.1634,0.1916,133,0.0129,0,19.157,0.1858,133,0.0139,0,18.5804,0.2528,133,0.0222,0,25.2757,0,133,,,,0.4819,133,0.1756,0,48.1879,0,133,,,,133,0,0.4455,0.0624,44.5497,0.6471,133,0.0548,0,64.7143,0.6605,133,0.0402,0,66.0534,0.4959,133,0.0695,0,49.5915,0.3503,133,0.0308,0,35.0309,0.1947,133,0.0091,0,19.4679,0.1537,133,0.0073,0,15.3738,0.197,133,0.0178,0,19.6969,0.3292,133,0.0386,0,32.9184,0.2726,133,0.0408,0,27.2578,0.3662,133,0.1601,0,36.6219,0.3572,133,0.0969,0,35.7152,0.366,39,0.0398,94,36.6,,0,,133,,0.6766,133,0.0715,0,67.6575,0.3083,133,0.0658,0,30.8329,0.1804,133,0.0114,0,18.0427,0.1722,133,0.0108,0,17.2159,0.1391,133,0.0096,0,13.9072,0.1531,133,0.0127,0,15.3087,0.2133,133,0.0296,0,21.3257,0.3924,133,0.0708,0,39.2387,0.3435,133,0.1249,0,34.3456,0.2158,133,0.0424,0,21.5793,0.4027,112,0.0964,21,40.272,,0,,133,,0.6145,121,0.1393,12,61.4519,0.3289,133,0.0774,0,32.8935,0.2009,133,0.0312,0,20.0873,0.1692,133,0.0133,0,16.9178,0.1164,133,0.0108,0,11.643,0.1506,133,0.0132,0,15.0598
52,14600,124,0.269162088632584,0.000437581446022,0.2505,124,0.024,0,25.0488,0.2096,124,0.0377,0,20.9617,0.2358,124,0.0388,0,23.5799,0.2711,124,0.0453,0,27.1056,0,124,,,,0.5108,124,0.129,0,51.0847,0,124,,,,0,124,,,,0.4975,124,0.0535,0,49.7468,0.5926,124,0.0559,0,59.2611,0.5681,124,0.0748,0,56.8142,0.5006,124,0.0293,0,50.0623,0.2478,124,0.0192,0,24.7786,0.1828,124,0.0148,0,18.2764,0.2139,124,0.0335,0,21.3946,0.3763,124,0.0524,0,37.6279,0.2951,124,0.0308,0,29.5094,0.5019,124,0.1576,0,50.1938,0.5061,86,0.0894,38,50.6079,0.2894,39,0.0268,85,28.9411,,0,,124,,0.7099,124,0.0514,0,70.9893,0.525,124,0.0458,0,52.4955,0.2407,124,0.0284,0,24.0652,0.2305,124,0.0285,0,23.0505,0.1516,124,0.0189,0,15.1572,0.2061,124,0.0187,0,20.6068,0.2724,124,0.0362,0,27.2405,0.5146,124,0.107,0,51.4624,0.5052,124,0.118,0,50.5185,0.2656,77,0.0926,47,26.5553,0.4047,70,0.0585,54,40.4739,0.432,103,0.0322,21,43.1969,0.5752,124,0.074,0,57.5189,0.4656,124,0.0566,0,46.5634,0.2865,124,0.0389,0,28.6488,0.2174,124,0.0272,0,21.7408,0.149,124,0.0201,0,14.8992,0.1721,124,0.0189,0,17.21
53,14398,119,0.275168001651764,0.000848592317197,0.2545,119,0.0317,0,25.4482,0.2438,119,0.0505,0,24.3785,0.2296,119,0.0365,0,22.9623,0.2926,119,0.0584,0,29.2567,0,119,,,,0.543,119,0.1344,0,54.297,0,119,,,,2,117,0.1852,0.0028,18.5156,0.5042,117,0.0786,2,50.4154,0.6122,119,0.0587,0,61.2165,0.5902,119,0.0433,0,59.0234,0.4767,119,0.0423,0,47.6714,0.2594,119,0.0246,0,25.9442,0.1973,119,0.0216,0,19.7302,0.2515,119,0.0609,0,25.148,0.3676,119,0.0418,0,36.7613,0.2787,119,0.047,0,27.8657,0.3421,119,0.1056,0,34.2061,0.3286,113,0.058,6,32.8644,0.2959,22,0.0232,97,29.5937,,0,,119,,0.6262,119,0.0566,0,62.6228,0.4403,119,0.0505,0,44.0316,0.2496,119,0.0337,0,24.9602,0.2188,119,0.0392,0,21.8786,0.1438,119,0.0192,0,14.3762,0.202,119,0.0307,0,20.1973,0.2615,119,0.0334,0,26.1525,0.4678,119,0.1071,0,46.7845,0.3894,119,0.0831,0,38.9366,0.2296,103,0.0406,16,22.961,0.3234,74,0.0672,45,32.3397,0.4056,36,0.0204,83,40.5619,0.5972,119,0.0373,0,59.7249,0.4167,119,0.0697,0,41.6713,0.2645,119,0.0344,0,26.4466,0.2179,119,0.0293,0,21.7906,0.1535,119,0.0293,0,15.3506,0.1754,119,0.0263,0,17.5421
54,14510,113,0.241930261254311,0.000529910845216,0.2066,113,0.024,0,20.6565,0.248,113,0.0291,0,24.7991,0.2279,113,0.0313,0,22.7949,0.3655,113,0.049,0,36.5505,0,113,,,,0.7141,113,0.0742,0,71.414,0,113,,,,110,3,0.6018,0.0392,60.1811,0.5849,71,0.0581,42,58.4944,0.642,113,0.0563,0,64.2039,0.579,113,0.0465,0,57.903,0.3978,113,0.0495,0,39.7822,0.2144,113,0.0181,0,21.4386,0.1728,113,0.0156,0,17.2788,0.247,113,0.0324,0,24.7023,0.3629,113,0.0687,0,36.288,0.3084,113,0.0399,0,30.8395,0.3944,113,0.1069,0,39.4417,0.3858,113,0.0883,0,38.581,0.3461,51,0.0506,62,34.609,,0,,113,,0.6695,113,0.0622,0,66.9507,0.3208,113,0.0576,0,32.08,0.2174,113,0.0237,0,21.7356,0.1957,113,0.021,0,19.5743,0.1311,113,0.0091,0,13.1124,0.1463,113,0.0375,0,14.6258,0.27,113,0.0471,0,26.9962,0.4917,113,0.1533,0,49.171,0.3704,113,0.1207,0,37.042,0.2936,101,0.0636,12,29.3633,0.4041,8,0.1561,105,40.4072,,0,,113,,0.5954,113,0.1018,0,59.5408,0.4363,113,0.0707,0,43.6307,0.2744,113,0.0364,0,27.4368,0.1968,113,0.0186,0,19.6794,0.1346,113,0.0148,0,13.4577,0.1741,113,0.022,0,17.4141
55,13956,245,0.219494014978409,0.000591508694924,0.1898,245,0.0276,0,18.9816,0.216,245,0.032,0,21.5998,0.2098,245,0.0311,0,20.9833,0.3083,245,0.0507,0,30.8267,0,245,,,,0.7164,245,0.0889,0,71.6389,0,245,,,,183,62,0.6457,0.0456,64.5697,0.6332,235,0.0731,10,63.3189,0.6274,245,0.0815,0,62.7356,0.5334,245,0.0753,0,53.3377,0.3527,245,0.0582,0,35.2651,0.1982,245,0.0163,0,19.8224,0.1605,245,0.0129,0,16.0479,0.246,245,0.0359,0,24.5959,0.3908,245,0.0768,0,39.0796,0.3219,245,0.0499,0,32.1911,0.5425,245,0.1677,0,54.253,0.4824,245,0.1454,0,48.2393,0.3312,35,0.0508,210,33.1207,,0,,245,,0.7001,245,0.0537,0,70.0128,0.3369,245,0.0663,0,33.6924,0.2002,245,0.0317,0,20.0164,0.187,245,0.0274,0,18.7005,0.1313,245,0.0129,0,13.1256,0.1604,245,0.037,0,16.0418,0.2603,245,0.0611,0,26.0342,0.5274,245,0.1548,0,52.7437,0.4829,245,0.1554,0,48.2948,0.3039,240,0.0892,5,30.3886,0.5238,37,0.0601,208,52.3787,,0,,245,,0.6539,240,0.0952,5,65.3893,0.3827,245,0.0698,0,38.2734,0.2355,245,0.0327,0,23.5542,0.1821,245,0.0159,0,18.212,0.1256,245,0.0134,0,12.5633,0.177,245,0.0249,0,17.6988
56,13470,236,0.236494719982147,0.000188425750821,0.2272,236,0.0182,0,22.7197,0.1963,236,0.0203,0,19.6314,0.2083,236,0.0249,0,20.8276,0.2544,236,0.0315,0,25.4419,0,236,,,,0.5174,236,0.1486,0,51.7379,0,236,,,,15,221,0.2838,0.1206,28.3765,0.5163,234,0.1248,2,51.6282,0.5851,236,0.0726,0,58.5068,0.5435,236,0.0494,0,54.345,0.4435,236,0.0335,0,44.3512,0.2254,236,0.0196,0,22.5447,0.1723,236,0.012,0,17.2291,0.1907,236,0.0208,0,19.075,0.3493,236,0.051,0,34.9346,0.2842,236,0.0289,0,28.4221,0.3803,236,0.1479,0,38.031,0.3479,91,0.0801,145,34.7923,0.3056,119,0.0486,117,30.5588,,0,,236,,0.6705,236,0.0747,0,67.0495,0.4375,236,0.072,0,43.7505,0.213,236,0.0221,0,21.2953,0.1852,236,0.0186,0,18.5175,0.1369,236,0.0139,0,13.6851,0.184,236,0.0149,0,18.4007,0.2418,236,0.0282,0,24.1839,0.5006,236,0.0978,0,50.0588,0.4394,236,0.1054,0,43.941,0.2548,186,0.0799,50,25.4839,0.3957,134,0.0783,102,39.5714,0.4094,127,0.0318,109,40.9449,0.5597,221,0.0634,15,55.9698,0.3838,236,0.05,0,38.3825,0.2308,236,0.028,0,23.0794,0.1872,236,0.0184,0,18.7177,0.1288,236,0.0132,0,12.8831,0.1578,236,0.0149,0,15.7802
57,16123,247,0.26777595281601,0.001538013108075,0.2303,247,0.0312,0,23.0257,0.2553,247,0.0398,0,25.5294,0.2488,247,0.0379,0,24.8816,0.3377,247,0.0518,0,33.7748,0,247,,,,0.6909,247,0.0831,0,69.0935,1,246,0.4775,0.0,47.7506,94,153,0.5492,0.064,54.9224,0.6604,247,0.044,0,66.0423,0.6116,247,0.0734,0,61.1573,0.5901,247,0.0498,0,59.0071,0.4222,247,0.0608,0,42.2208,0.229,247,0.0322,0,22.9034,0.1826,247,0.0236,0,18.2625,0.2863,247,0.0503,0,28.633,0.4306,247,0.0649,0,43.0566,0.3638,247,0.0726,0,36.3845,0.6029,247,0.1406,0,60.2899,0.4355,247,0.1038,0,43.5462,0.393,121,0.0875,126,39.2968,,0,,247,,0.6991,247,0.0553,0,69.9117,0.4634,247,0.0688,0,46.339,0.2649,247,0.0506,0,26.4945,0.2247,247,0.0441,0,22.4652,0.1587,247,0.026,0,15.8711,0.2034,247,0.0437,0,20.3428,0.289,247,0.0431,0,28.9032,0.5293,247,0.1283,0,52.9341,0.5035,247,0.1469,0,50.3458,0.3653,199,0.0902,48,36.5314,,0,,247,,0.3589,5,0.0146,242,35.8896,0.7342,247,0.0642,0,73.4211,0.4964,247,0.0725,0,49.6403,0.3273,247,0.0606,0,32.7334,0.2216,247,0.0365,0,22.1631,0.1543,247,0.0297,0,15.4273,0.2025,247,0.0342,0,20.2452
58,14364,207,0.213146805763245,0.000372145936126,0.2045,207,0.0209,0,20.4538,0.1985,207,0.0236,0,19.8513,0.1911,207,0.0227,0,19.1054,0.2601,207,0.0303,0,26.0133,0,207,,,,0.4808,207,0.2444,0,48.0805,0,207,,,,185,22,0.4237,0.0695,42.3658,0.6246,207,0.0921,0,62.4645,0.6676,207,0.0478,0,66.7639,0.5318,207,0.079,0,53.1784,0.3941,207,0.0463,0,39.4099,0.2121,207,0.0141,0,21.2075,0.1639,207,0.0119,0,16.3931,0.2021,207,0.0263,0,20.2065,0.325,207,0.0383,0,32.4982,0.2869,207,0.0306,0,28.6908,0.3191,207,0.1628,0,31.9106,0.3252,203,0.0969,4,32.5233,0.3899,144,0.0548,63,38.9918,,0,,207,,0.6677,207,0.0526,0,66.775,0.3088,207,0.0651,0,30.878,0.194,207,0.0254,0,19.3967,0.1818,207,0.0232,0,18.1791,0.1342,207,0.0125,0,13.4221,0.1615,207,0.0164,0,16.1462,0.2314,207,0.0263,0,23.1402,0.4847,207,0.1299,0,48.4708,0.3179,207,0.1152,0,31.7907,0.2492,207,0.1352,0,24.9181,0.391,204,0.1208,3,39.0954,0.3084,4,0.0068,203,30.8448,0.6465,202,0.1097,5,64.6507,0.3579,207,0.0869,0,35.7918,0.1984,207,0.034,0,19.8402,0.1718,207,0.0211,0,17.1822,0.1189,207,0.0176,0,11.8852,0.1569,207,0.0195,0,15.6938
59,15258,168,0.23645555973053,0.000148327759234,0.2173,168,0.0193,0,21.7329,0.1935,168,0.0179,0,19.3524,0.1904,168,0.0189,0,19.0369,0.2495,168,0.021,0,24.9492,0,168,,,,0.4609,157,0.1164,11,46.094,0,168,,,,35,133,0.3001,0.0864,30.011,0.4744,165,0.0552,3,47.44,0.5979,168,0.0571,0,59.7893,0.5426,168,0.0406,0,54.2551,0.415,168,0.0455,0,41.5025,0.2268,168,0.0161,0,22.6765,0.1722,168,0.0091,0,17.2235,0.1862,168,0.0136,0,18.6193,0.3643,168,0.0295,0,36.4274,0.2711,168,0.0355,0,27.1089,0.3022,168,0.1258,0,30.2241,0.2938,146,0.0479,22,29.3798,0.3258,99,0.037,69,32.5808,,0,,168,,0.648,168,0.0604,0,64.8012,0.3948,168,0.0483,0,39.4836,0.2237,168,0.0242,0,22.3685,0.1978,168,0.0173,0,19.7755,0.1291,168,0.0067,0,12.9143,0.1806,168,0.0118,0,18.0552,0.2457,168,0.0239,0,24.5709,0.5167,168,0.068,0,51.6676,0.4859,168,0.0806,0,48.5872,0.2603,117,0.0421,51,26.0348,0.453,146,0.1381,22,45.303,0.4468,88,0.044,80,44.6795,0.5862,168,0.0498,0,58.6165,0.3996,168,0.0599,0,39.956,0.2303,168,0.0215,0,23.0257,0.1921,168,0.0139,0,19.2129,0.131,168,0.0116,0,13.0957,0.1661,168,0.0128,0,16.613
60,18653,128,0.293825417757034,0.00068951403955,0.273,128,0.0271,0,27.3046,0.2376,128,0.0253,0,23.7564,0.2404,128,0.0252,0,24.0386,0.3181,128,0.0563,0,31.8131,0,128,,,,0.5934,128,0.1077,0,59.3354,0,128,,,,5,123,0.4747,0.0354,47.4659,0.3539,53,0.0627,75,35.3909,0.6007,128,0.0476,0,60.0654,0.6187,128,0.0506,0,61.8666,0.5115,128,0.0482,0,51.1515,0.2663,128,0.0255,0,26.627,0.1963,128,0.0115,0,19.6279,0.2351,128,0.0227,0,23.5073,0.443,128,0.0862,0,44.2997,0.3361,112,0.0622,16,33.6082,0.6585,128,0.1028,0,65.8521,,0,,128,,0.306,22,0.0528,106,30.6029,,0,,128,,0.6729,128,0.0681,0,67.292,0.5354,128,0.0546,0,53.5428,0.2336,128,0.0186,0,23.3551,0.2425,128,0.0232,0,24.2493,0.1725,128,0.0111,0,17.2517,0.1906,128,0.0172,0,19.0582,0.3191,128,0.0572,0,31.9145,0.5864,128,0.1185,0,58.6396,0.6047,128,0.1397,0,60.4723,0.4939,127,0.1281,1,49.3893,0.4473,124,0.0839,4,44.7296,0.4412,126,0.0287,2,44.1226,0.5967,128,0.0404,0,59.6743,0.4696,128,0.0711,0,46.964,0.2972,128,0.0504,0,29.7183,0.1901,128,0.0285,0,19.0119,0.1296,128,0.0215,0,12.9621,0.1618,128,0.0304,0,16.1826
